date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment
2019-06-30,1394,2544.3,4214.66,0.16,3077.87,recession,744.0,0.33,508.4
2019-07-30,1406,4907.74,4052.07,0.16,3173.14,normal,601.0,0.53,527.73
2019-08-29,1404,2405.42,4386.39,0.32,4144.82,recession,770.0,0.42,322.36
2019-09-28,1886,5234.17,3556.83,0.15,3054.28,normal,665.0,0.39,419.42
2019-10-28,1466,4775.91,4227.82,0.16,3301.0,normal,601.0,0.15,456.07
2019-11-27,1650,3256.31,4113.42,0.31,2881.28,inflation,665.0,0.58,137.77
2019-12-27,1978,3409.21,2482.21,0.13,3487.54,normal,654.0,0.11,491.2
2020-01-26,1318,3417.45,2612.92,0.4,3335.81,normal,643.0,0.19,612.08
2020-02-25,1570,2004.74,3413.53,0.05,2787.08,normal,738.0,0.38,729.66
2020-03-26,1345,4233.57,2846.38,0.38,3135.34,normal,615.0,0.32,426.01
2020-04-25,1818,4226.7,2268.11,0.22,2727.01,inflation,605.0,0.2,562.99
2020-05-25,1459,6190.28,3125.66,0.22,2272.3,normal,677.0,0.22,459.49
2020-06-24,1449,2401.46,2888.16,0.35,2382.64,normal,745.0,0.23,684.14
2020-07-24,1581,5302.86,3549.05,0.32,3035.51,normal,650.0,0.22,774.29
2020-08-23,1544,1850.88,1967.28,0.37,2701.57,inflation,677.0,0.48,267.7
2020-09-22,1727,1358.55,2365.86,0.34,3088.37,recession,746.0,0.2,637.49
2020-10-22,1312,4395.93,3657.93,0.35,2922.25,inflation,722.0,0.52,812.37
2020-11-21,1158,5389.36,4085.6,0.33,3435.46,normal,596.0,0.17,517.32
2020-12-21,1452,2678.07,3800.43,0.2,2237.88,normal,676.0,0.27,577.38
2021-01-20,1736,5284.93,4356.18,0.12,2687.59,normal,637.0,0.27,571.41
2021-02-19,1674,3998.83,3546.31,0.14,1175.57,recession,647.0,0.21,600.0
2021-03-21,1245,4066.0,3376.66,0.14,2711.57,normal,665.0,0.4,394.57
2021-04-20,1863,2318.45,3228.69,0.21,2082.23,normal,653.0,0.17,256.51
2021-05-20,1840,4637.24,2556.45,0.33,3080.45,normal,620.0,0.17,560.37
2021-06-19,1580,3826.08,3000.03,0.37,3665.75,normal,724.0,0.53,435.31
2021-07-19,1272,2261.97,3107.77,0.28,3460.36,normal,638.0,0.4,495.46
2021-08-18,1024,3257.44,3272.5,0.23,3237.4,recession,710.0,0.24,436.38
2021-09-17,1043,3802.14,3100.35,0.19,2908.44,recession,708.0,0.11,738.5
2021-10-17,1890,3937.79,4417.86,0.35,2723.54,normal,547.0,0.53,313.01
2021-11-16,1042,3741.08,3457.88,0.31,3756.28,normal,631.0,0.53,304.41
2021-12-16,1963,3897.4,3103.26,0.28,2516.28,inflation,689.0,0.54,731.69
2022-01-15,1968,3464.86,3484.6,0.19,3205.74,normal,667.0,0.23,236.69
2022-02-14,1899,2432.9,3479.84,0.34,2906.75,normal,655.0,0.28,281.38
2022-03-16,1076,2408.45,3925.75,0.22,2359.19,inflation,631.0,0.13,529.17
2022-04-15,1802,3230.35,3510.42,0.39,2900.92,inflation,730.0,0.23,187.8
2022-05-15,1835,2929.09,4223.08,0.19,2222.45,normal,695.0,0.57,408.24
2022-06-14,1616,5506.03,3462.52,0.19,3493.09,normal,628.0,0.48,467.15
2022-07-14,1594,3039.13,3242.61,0.14,2722.67,normal,694.0,0.38,684.11
2022-08-13,1812,4447.19,3332.54,0.27,3204.24,inflation,700.0,0.56,454.22
2022-09-12,1404,3436.35,3471.92,0.14,2674.16,normal,668.0,0.25,355.3
2022-10-12,1654,4709.47,3255.54,0.22,2715.4,normal,736.0,0.42,529.29
2022-11-11,1449,5146.83,3076.56,0.27,2449.43,recession,624.0,0.29,701.73
2022-12-11,1258,5989.19,2687.49,0.3,3194.39,normal,611.0,0.12,223.1
2023-01-10,1425,3570.91,3990.86,0.28,2738.91,inflation,659.0,0.44,455.32
2023-02-09,1153,4090.67,2894.02,0.34,2781.05,recession,706.0,0.49,469.22
2023-03-11,1495,4902.38,2061.59,0.33,2456.22,normal,670.0,0.18,764.97
2023-04-10,1597,4488.76,4040.96,0.27,2510.6,normal,734.0,0.5,649.05
2023-05-10,1668,3391.57,3461.23,0.36,1957.95,recession,673.0,0.26,792.47
2023-06-09,1868,5455.2,2106.54,0.34,2359.56,recession,682.0,0.2,820.72
2023-07-09,1665,3671.09,2923.05,0.08,2535.11,normal,682.0,0.38,831.75
2023-08-08,1511,4197.88,4018.05,0.19,3251.07,normal,755.0,0.24,644.13
2023-09-07,1741,5114.97,2758.99,0.21,2332.99,normal,669.0,0.42,373.82
2023-10-07,1837,2693.57,3726.2,0.2,2782.88,recession,789.0,0.35,614.37
2023-11-06,1784,4705.75,3407.7,0.14,3156.19,inflation,515.0,0.24,598.24
2019-01-01,1310,2957.68,3047.28,0.23,3158.17,normal,712.0,0.33,454.62
2019-01-31,1611,4443.78,3417.91,0.27,2814.65,inflation,625.0,0.38,934.69
2019-03-02,1601,4779.42,2656.18,0.24,2527.14,normal,675.0,0.32,290.78
2019-04-01,1023,3229.96,3132.34,0.12,2598.28,recession,619.0,0.2,446.65
2019-05-01,1408,4747.29,5042.29,0.14,2273.57,inflation,611.0,0.53,153.6
2019-05-31,1524,4396.98,2730.88,0.07,2800.15,inflation,641.0,0.6,491.36
2019-06-30,1232,2786.48,2067.02,0.06,2778.54,normal,624.0,0.32,479.45
2019-07-30,1226,5357.38,3129.44,0.21,2622.25,normal,685.0,0.35,691.03
2019-08-29,1289,4172.06,2504.38,0.1,3495.42,normal,645.0,0.47,394.86
2019-09-28,1442,2153.93,2102.76,0.23,3403.05,normal,711.0,0.43,639.59
2019-10-28,1294,2911.8,3514.78,0.17,2727.75,inflation,667.0,0.37,245.39
2019-11-27,1892,4372.83,4567.62,0.24,2492.97,normal,722.0,0.32,467.93
2019-12-27,1350,5147.14,4477.98,0.38,3459.09,normal,584.0,0.58,229.5
2020-01-26,1168,4074.14,2901.58,0.34,3393.59,recession,588.0,0.51,369.34
2020-02-25,1327,4822.96,3197.11,0.08,2918.12,normal,716.0,0.43,347.64
2020-03-26,1152,3925.88,2459.81,0.36,3537.37,recession,698.0,0.44,721.88
2020-04-25,1215,4702.36,1359.84,0.24,2764.38,normal,672.0,0.21,582.83
2020-05-25,1127,5677.78,3404.97,0.38,2677.7,inflation,663.0,0.3,300.58
2020-06-24,1677,3253.54,2543.71,0.21,3246.55,normal,665.0,0.56,103.94
2020-07-24,1111,2817.23,3131.74,0.34,2647.89,normal,642.0,0.48,621.55
2020-08-23,1329,3091.95,2254.94,0.35,3522.89,normal,617.0,0.14,498.08
2020-09-22,1800,5678.52,3312.82,0.07,2418.67,normal,662.0,0.12,519.34
2020-10-22,1997,4838.62,3257.9,0.21,1898.3,inflation,692.0,0.6,300.2
2020-11-21,1842,4287.44,2376.6,0.17,3017.47,normal,647.0,0.48,714.55
2020-12-21,1236,3933.04,3130.33,0.11,3209.52,normal,651.0,0.57,481.6
2021-01-20,1632,3835.88,3787.06,0.21,2630.93,normal,744.0,0.35,887.31
2021-02-19,1324,4703.7,3265.06,0.28,2445.61,normal,597.0,0.48,347.59
2021-03-21,1464,4958.81,2126.0,0.22,3190.56,inflation,700.0,0.59,654.82
2021-04-20,1024,4071.25,3059.63,0.06,2289.2,normal,662.0,0.1,581.74
2021-05-20,1661,4611.0,2383.53,0.25,2740.38,normal,706.0,0.18,329.77
2021-06-19,1206,4865.31,4036.2,0.23,2249.48,normal,667.0,0.4,595.98
2021-07-19,1438,2556.53,3164.98,0.39,3140.44,normal,668.0,0.45,552.75
2021-08-18,1698,3898.94,1240.61,0.12,2221.74,recession,649.0,0.49,468.67
2021-09-17,1311,3043.73,2610.81,0.33,1881.46,normal,636.0,0.55,547.48
2021-10-17,1632,3108.58,2515.06,0.32,2660.53,normal,626.0,0.16,456.07
2021-11-16,1189,3583.03,3549.43,0.16,2783.6,normal,670.0,0.12,495.4
2021-12-16,1581,4380.18,3799.46,0.27,2344.43,normal,555.0,0.6,672.24
2022-01-15,1427,4726.75,3067.28,0.19,3528.87,normal,639.0,0.51,483.23
2022-02-14,1912,4092.12,3388.07,0.1,2752.37,recession,687.0,0.27,501.72
2022-03-16,1810,4439.23,3228.16,0.37,2745.61,normal,698.0,0.57,407.05
2022-04-15,1065,4274.63,2785.96,0.06,1701.97,recession,663.0,0.34,637.03
2022-05-15,1023,5338.27,3416.73,0.09,2418.28,normal,674.0,0.33,571.06
2022-06-14,1854,5505.05,1723.48,0.32,2494.64,normal,637.0,0.43,437.3
2022-07-14,1827,4090.24,3799.29,0.32,2928.88,normal,768.0,0.2,474.35
2022-08-13,1369,4148.09,3089.74,0.24,2770.29,inflation,632.0,0.44,594.68
2022-09-12,1198,3540.78,3251.17,0.17,2669.13,recession,727.0,0.15,672.33
2022-10-12,1339,3344.13,3264.27,0.1,2244.59,inflation,610.0,0.22,277.99
2022-11-11,1411,3879.76,1873.07,0.06,2399.13,inflation,744.0,0.15,210.98
2022-12-11,1851,2905.1,3345.67,0.36,2199.02,inflation,668.0,0.35,450.09
2023-01-10,1074,4349.98,2583.13,0.21,2382.33,recession,742.0,0.3,307.02
2023-02-09,1893,4700.7,2729.88,0.15,1580.11,inflation,706.0,0.49,130.68
2023-03-11,1357,3687.5,4385.36,0.25,3160.27,recession,642.0,0.34,566.28
2023-04-10,1394,4287.57,3232.52,0.13,2603.38,normal,724.0,0.41,449.86
2023-05-10,1641,5164.49,2819.56,0.17,2912.26,normal,625.0,0.31,13.68
2023-06-09,1787,3366.81,2423.03,0.18,2697.98,recession,694.0,0.58,468.85
2023-07-09,1209,4549.54,1973.98,0.19,2924.06,normal,580.0,0.13,615.51
2023-08-08,1091,5808.44,1582.42,0.1,2540.99,normal,752.0,0.52,991.13
2023-09-07,1107,5057.78,2746.16,0.29,2405.93,normal,650.0,0.23,302.74
2023-10-07,1196,2813.46,3690.77,0.08,2403.04,recession,735.0,0.13,663.07
2023-11-06,1217,7085.77,2634.49,0.2,3372.32,normal,591.0,0.15,277.09
2019-01-01,1833,5779.01,3841.64,0.26,3175.8,recession,771.0,0.58,707.67
2019-01-31,1331,3647.96,4097.17,0.06,2428.01,normal,755.0,0.43,278.47
2019-03-02,1243,4439.75,2663.94,0.21,2382.26,normal,698.0,0.59,347.76
2019-04-01,1341,4180.17,3072.94,0.29,3012.24,normal,668.0,0.33,654.95
2019-05-01,1305,6093.49,2460.77,0.27,2312.77,normal,634.0,0.39,558.56
2019-05-31,1040,2683.18,4510.74,0.29,3209.61,inflation,667.0,0.26,554.46
2019-06-30,1517,6721.85,3545.71,0.11,2634.83,inflation,653.0,0.14,701.41
2019-07-30,1057,4316.44,3157.77,0.18,1707.87,normal,754.0,0.22,430.81
2019-08-29,1785,4853.09,3691.65,0.2,2875.84,normal,723.0,0.17,638.97
2019-09-28,1854,4190.03,2549.08,0.4,2804.52,normal,725.0,0.13,413.88
2019-10-28,1275,5303.49,3706.63,0.13,2385.15,normal,678.0,0.22,626.35
2019-11-27,1511,3766.15,4153.67,0.33,2724.38,normal,608.0,0.38,250.14
2019-12-27,1464,2264.88,2096.54,0.19,2190.87,inflation,755.0,0.4,188.86
2020-01-26,1882,4210.93,3379.3,0.2,2830.4,inflation,732.0,0.5,749.5
2020-02-25,1560,3160.51,4038.02,0.35,2401.72,normal,736.0,0.54,519.39
2020-03-26,1037,4797.88,2182.62,0.18,2667.16,recession,645.0,0.21,236.42
2020-04-25,1889,3130.77,3962.61,0.08,2756.68,inflation,717.0,0.12,720.65
2020-05-25,1100,3965.82,4953.48,0.21,2769.08,normal,583.0,0.39,397.29
2020-06-24,1772,4398.16,2171.24,0.09,2223.14,normal,738.0,0.25,577.78
2020-07-24,1083,5397.7,3323.68,0.29,3070.43,normal,767.0,0.26,383.68
2020-08-23,1320,2819.15,2695.53,0.3,2501.11,normal,598.0,0.19,366.2
2020-09-22,1306,5312.17,2389.62,0.28,2533.99,normal,664.0,0.42,555.75
2020-10-22,1449,3999.61,2306.46,0.19,1948.06,recession,621.0,0.33,631.92
2020-11-21,1168,4091.69,1648.23,0.35,2929.75,inflation,597.0,0.5,261.83
2020-12-21,1404,2663.41,1965.23,0.31,2540.11,inflation,620.0,0.36,594.45
2021-01-20,1336,3353.89,1413.99,0.08,3024.85,normal,650.0,0.13,753.58
2021-02-19,1337,3123.1,2050.47,0.14,2416.09,normal,645.0,0.23,742.91
2021-03-21,1753,2989.32,2904.95,0.05,3147.07,recession,710.0,0.12,227.87
2021-04-20,1329,2165.57,3373.54,0.08,2678.1,normal,687.0,0.56,288.96
2021-05-20,1805,2995.55,2425.14,0.13,3368.69,normal,726.0,0.21,555.74
2021-06-19,1477,3897.53,3466.13,0.34,2947.79,recession,776.0,0.44,636.59
2021-07-19,1668,4114.49,3330.8,0.21,3513.54,recession,701.0,0.23,531.71
2021-08-18,1784,3788.81,3265.87,0.1,2847.16,inflation,642.0,0.13,385.77
2021-09-17,1530,3471.8,4290.52,0.22,3042.14,recession,579.0,0.18,285.69
2021-10-17,1616,3489.98,3478.88,0.35,3010.67,normal,633.0,0.5,655.63
2021-11-16,1043,4234.68,3634.7,0.23,2822.38,normal,630.0,0.39,411.87
2021-12-16,1138,6292.41,3382.48,0.12,2482.01,normal,701.0,0.52,158.59
2022-01-15,1722,3208.88,2980.67,0.38,3264.37,normal,742.0,0.45,110.92
2022-02-14,1322,4118.35,3206.11,0.09,2967.28,normal,654.0,0.58,353.98
2022-03-16,1326,3493.23,2715.97,0.15,2550.46,normal,686.0,0.28,711.12
2022-04-15,1790,2503.18,3240.64,0.33,2938.38,normal,645.0,0.52,557.3
2022-05-15,1982,4784.25,1063.88,0.18,2964.91,normal,684.0,0.5,222.98
2022-06-14,1177,5721.48,3148.92,0.4,2747.68,recession,732.0,0.6,906.09
2022-07-14,1379,5641.88,2571.85,0.28,2926.18,inflation,765.0,0.25,748.64
2022-08-13,1142,4171.99,2191.17,0.33,3599.57,recession,641.0,0.53,521.78
2022-09-12,1448,3585.61,2389.76,0.32,1942.21,normal,782.0,0.52,480.07
2022-10-12,1746,3688.36,1658.22,0.22,2400.09,inflation,734.0,0.34,525.42
2022-11-11,1027,3856.87,2783.08,0.4,2847.61,normal,705.0,0.39,412.18
2022-12-11,1395,3536.81,2556.68,0.26,2937.86,recession,641.0,0.29,845.54
2023-01-10,1880,4996.59,3278.59,0.27,2408.93,normal,696.0,0.25,717.69
2023-02-09,1165,4130.8,3446.5,0.25,3385.99,inflation,734.0,0.49,496.29
2023-03-11,1944,5428.34,2846.96,0.29,3623.76,inflation,647.0,0.35,250.59
2023-04-10,1928,3061.36,3685.67,0.24,4184.02,normal,751.0,0.58,256.4
2023-05-10,1909,4011.29,4790.33,0.4,2056.66,normal,693.0,0.22,316.08
2023-06-09,1567,5623.07,3345.52,0.08,2198.78,recession,706.0,0.49,514.39
2023-07-09,1200,3856.03,2716.07,0.22,3597.22,normal,724.0,0.42,373.62
2023-08-08,1674,3652.17,3353.63,0.33,2280.95,normal,708.0,0.29,781.52
2023-09-07,1461,4701.87,3653.78,0.24,2787.34,inflation,680.0,0.49,396.26
2023-10-07,1687,3792.48,3748.54,0.25,2433.01,normal,610.0,0.1,602.71
2023-11-06,1613,3821.93,1798.56,0.36,2854.14,normal,621.0,0.1,396.48
2019-01-01,1131,3922.4,3430.29,0.09,2430.0,normal,702.0,0.38,512.24
2019-01-31,1814,3830.55,4707.09,0.21,2961.18,normal,660.0,0.19,525.8
2019-03-02,1847,6598.46,2639.61,0.12,2406.45,normal,600.0,0.5,399.31
2019-04-01,1186,5028.45,4475.26,0.22,3113.11,normal,699.0,0.4,1045.07
2019-05-01,1658,4499.01,2533.78,0.35,2437.16,normal,641.0,0.15,819.17
2019-05-31,1808,6382.64,3624.26,0.27,2408.95,inflation,678.0,0.58,333.32
2019-06-30,1204,4343.69,2591.83,0.25,2629.67,inflation,765.0,0.38,526.96
2019-07-30,1067,4554.87,2478.1,0.21,2680.73,normal,552.0,0.28,287.51
2019-08-29,1521,5290.5,3598.39,0.22,2437.05,normal,822.0,0.28,603.13
2019-09-28,1226,2315.79,2489.11,0.27,2498.29,recession,735.0,0.29,590.73
2019-10-28,1531,4842.78,3005.7,0.24,2363.89,recession,562.0,0.36,883.06
2019-11-27,1226,4788.35,3338.91,0.19,2105.19,normal,750.0,0.37,517.34
2019-12-27,1552,3523.77,2486.14,0.16,2000.32,normal,683.0,0.43,303.91
2020-01-26,1392,3805.5,3553.07,0.08,2634.24,normal,651.0,0.23,723.55
2020-02-25,1573,4714.82,2041.84,0.05,2016.52,normal,687.0,0.33,355.45
2020-03-26,1081,5689.03,2454.22,0.1,2222.85,inflation,686.0,0.11,550.69
2020-04-25,1516,4744.36,2837.84,0.35,2811.8,recession,704.0,0.57,581.99
2020-05-25,1652,3881.49,3167.81,0.05,2643.11,recession,705.0,0.22,239.12
2020-06-24,1068,2030.17,3011.2,0.33,2429.85,recession,732.0,0.13,208.77
2020-07-24,1500,5221.04,2290.23,0.29,2843.18,normal,747.0,0.32,302.95
2020-08-23,1707,1333.75,2384.17,0.33,2679.81,normal,650.0,0.43,613.31
2020-09-22,1617,3496.23,2432.22,0.3,2910.22,normal,630.0,0.36,967.21
2020-10-22,1390,3334.65,3458.14,0.24,2337.13,normal,670.0,0.39,728.05
2020-11-21,1896,4605.31,2561.93,0.27,3241.61,inflation,624.0,0.15,459.19
2020-12-21,1930,4316.82,3802.62,0.07,2675.76,normal,787.0,0.35,257.02
2021-01-20,1226,4437.88,3401.22,0.14,2362.42,normal,713.0,0.54,580.18
2021-02-19,1974,6901.16,4122.09,0.08,1873.23,normal,758.0,0.32,531.53
2021-03-21,1714,3561.39,2895.72,0.24,3061.8,normal,653.0,0.23,729.18
2021-04-20,1401,3960.08,3798.98,0.21,2606.62,recession,613.0,0.44,329.81
2021-05-20,1318,3073.53,2900.26,0.33,2697.23,normal,639.0,0.39,760.16
2021-06-19,1783,4492.58,2890.4,0.07,2955.42,normal,595.0,0.37,672.05
2021-07-19,1396,4753.76,1017.04,0.06,2024.7,normal,626.0,0.4,459.42
2021-08-18,1665,3268.37,3395.71,0.2,3411.93,inflation,635.0,0.42,441.62
2021-09-17,1586,4726.02,2220.67,0.22,2081.31,recession,709.0,0.5,534.19
2021-10-17,1418,4075.23,1152.24,0.4,3083.69,normal,671.0,0.43,434.12
2021-11-16,1470,5131.05,3785.65,0.16,3399.28,recession,668.0,0.47,364.78
2021-12-16,1612,4297.15,3165.47,0.22,2022.33,inflation,693.0,0.21,416.23
2022-01-15,1472,3454.17,2425.12,0.15,2486.3,normal,680.0,0.54,658.93
2022-02-14,1839,4859.54,3578.86,0.12,2374.28,normal,711.0,0.13,645.39
2022-03-16,1626,2642.03,3856.75,0.15,2694.91,recession,715.0,0.35,447.08
2022-04-15,1671,3718.62,3287.42,0.24,2518.02,normal,730.0,0.51,790.44
2022-05-15,1349,3706.82,2593.66,0.09,2217.73,normal,640.0,0.28,95.35
2022-06-14,1304,3478.13,4264.46,0.16,3031.53,recession,766.0,0.25,563.31
2022-07-14,1934,2812.22,2208.34,0.32,3365.43,normal,716.0,0.14,393.46
2022-08-13,1447,4206.61,4421.55,0.09,2468.9,recession,744.0,0.57,459.62
2022-09-12,1107,3885.65,2998.3,0.19,2168.56,normal,628.0,0.12,654.25
2022-10-12,1096,3667.15,2130.24,0.25,2491.29,inflation,709.0,0.27,173.04
2022-11-11,1199,3450.7,2302.19,0.16,2957.13,normal,657.0,0.42,436.23
2022-12-11,1203,3502.85,3047.54,0.23,3270.76,inflation,638.0,0.57,439.59
2023-01-10,1177,3249.9,3808.7,0.1,2342.0,recession,813.0,0.38,762.35
2023-02-09,1978,2840.37,2709.15,0.26,2871.77,normal,697.0,0.26,433.33
2023-03-11,1157,3233.77,1646.82,0.17,2648.6,inflation,705.0,0.22,878.54
2023-04-10,1860,2036.57,4559.61,0.23,1731.82,normal,675.0,0.22,526.46
2023-05-10,1288,4472.59,1321.97,0.2,3521.55,normal,634.0,0.54,241.16
2023-06-09,1060,4480.67,2492.74,0.09,2720.17,normal,644.0,0.4,536.79
2023-07-09,1372,4660.79,3880.61,0.3,3609.07,inflation,642.0,0.29,461.27
2023-08-08,1408,4493.53,3739.58,0.25,2883.64,normal,667.0,0.43,202.61
2023-09-07,1444,4897.24,3723.44,0.27,2734.32,inflation,721.0,0.32,388.29
2023-10-07,1575,6577.71,3415.79,0.34,2234.61,recession,787.0,0.32,471.39
2023-11-06,1277,3717.91,2049.8,0.31,2998.43,normal,692.0,0.32,413.0
2019-01-01,1193,2459.45,1997.77,0.11,2848.08,normal,594.0,0.53,710.37
2019-01-31,1774,5296.21,3338.49,0.32,2407.96,inflation,725.0,0.18,315.97
2019-03-02,1057,3900.81,2658.08,0.08,2204.68,recession,624.0,0.46,268.88
2019-04-01,1909,6004.68,2104.88,0.11,2491.69,inflation,705.0,0.37,572.74
2019-05-01,1574,5560.87,2735.66,0.18,2467.16,inflation,705.0,0.21,602.44
2019-05-31,1791,4093.76,2343.05,0.25,2338.76,normal,694.0,0.22,660.9
2019-06-30,1937,5904.98,2453.74,0.25,3199.33,normal,657.0,0.56,771.88
2019-07-30,1153,4773.79,3260.39,0.15,2885.79,normal,709.0,0.57,681.66
2019-08-29,1495,4782.36,2279.8,0.08,2489.35,normal,681.0,0.29,191.94
2019-09-28,1223,5370.44,3621.65,0.16,3037.85,normal,717.0,0.12,663.98
2019-10-28,1473,5777.42,4027.9,0.18,2740.06,inflation,748.0,0.47,656.06
2019-11-27,1555,5007.12,3310.31,0.15,2497.2,normal,712.0,0.42,630.31
2019-12-27,1707,4286.35,3701.82,0.31,1704.7,recession,696.0,0.34,1053.91
2020-01-26,1326,5252.02,1576.39,0.22,2389.19,normal,691.0,0.34,704.57
2020-02-25,1750,4099.25,3721.13,0.39,2534.13,normal,668.0,0.37,340.21
2020-03-26,1097,3213.26,1793.93,0.1,3418.06,recession,674.0,0.38,911.02
2020-04-25,1002,4712.63,2307.9,0.2,3174.14,normal,615.0,0.22,184.54
2020-05-25,1599,4136.61,2958.28,0.39,3100.36,inflation,725.0,0.45,761.91
2020-06-24,1298,4226.39,2227.67,0.23,3095.09,normal,669.0,0.32,456.41
2020-07-24,1946,3297.15,2774.64,0.1,2770.25,normal,763.0,0.54,336.07
2020-08-23,1171,2854.93,2346.82,0.08,3227.5,normal,702.0,0.3,570.15
2020-09-22,1941,3091.21,3412.58,0.27,2999.49,inflation,706.0,0.51,550.27
2020-10-22,1031,3731.11,1565.67,0.21,3027.27,recession,757.0,0.43,554.81
2020-11-21,1914,4043.8,3624.0,0.4,2058.71,normal,669.0,0.12,454.12
2020-12-21,1914,6506.77,3037.56,0.16,3732.76,normal,671.0,0.23,681.78
2021-01-20,1245,1957.14,3683.59,0.32,2610.94,recession,647.0,0.33,118.24
2021-02-19,1869,3890.29,3315.21,0.33,2583.23,inflation,718.0,0.42,309.56
2021-03-21,1041,3804.77,3021.33,0.24,2637.47,normal,547.0,0.56,274.53
2021-04-20,1966,3050.34,2828.2,0.07,2491.38,inflation,645.0,0.45,768.89
2021-05-20,1662,2967.7,3150.82,0.38,2662.94,inflation,610.0,0.37,530.85
2021-06-19,1154,2554.47,2592.84,0.17,2302.62,inflation,677.0,0.38,812.38
2021-07-19,1270,4987.0,2570.0,0.16,3563.92,recession,636.0,0.25,828.78
2021-08-18,1717,3636.72,2250.29,0.4,2993.12,normal,659.0,0.11,682.15
2021-09-17,1529,3500.91,4130.36,0.37,3043.75,normal,738.0,0.4,833.44
2021-10-17,1572,2292.67,2613.5,0.22,2775.48,recession,732.0,0.55,287.29
2021-11-16,1369,4879.06,3026.35,0.16,2428.55,normal,674.0,0.16,673.95
2021-12-16,1293,4181.87,2448.13,0.08,3068.14,inflation,649.0,0.42,519.13
2022-01-15,1880,2884.27,3415.61,0.2,2739.26,recession,631.0,0.19,672.31
2022-02-14,1416,3495.12,3507.61,0.22,1458.28,normal,696.0,0.39,883.06
2022-03-16,1171,4297.09,3052.68,0.38,3429.0,normal,666.0,0.4,550.85
2022-04-15,1190,2827.7,3448.11,0.08,3213.06,normal,713.0,0.2,1095.26
2022-05-15,1622,5052.02,2074.7,0.25,3762.22,inflation,701.0,0.54,518.4
2022-06-14,1017,3817.1,3217.37,0.06,2967.27,normal,740.0,0.17,583.62
2022-07-14,1550,3275.11,3754.08,0.38,1802.11,recession,711.0,0.41,393.83
2022-08-13,1581,3998.27,1418.84,0.19,2897.41,inflation,713.0,0.57,665.39
2022-09-12,1374,3173.08,2490.55,0.38,2572.28,recession,658.0,0.27,686.61
2022-10-12,1603,3845.92,4105.88,0.08,3590.66,inflation,665.0,0.23,521.66
2022-11-11,1219,4139.21,2260.29,0.31,3141.57,normal,706.0,0.22,20.53
2022-12-11,1024,3469.67,3110.26,0.14,2803.45,recession,682.0,0.37,324.11
2023-01-10,1734,5461.23,2857.86,0.06,3539.62,inflation,773.0,0.3,470.75
2023-02-09,1534,3066.2,2719.13,0.22,2107.1,normal,737.0,0.49,441.31
2023-03-11,1238,5312.24,3109.78,0.06,2554.91,inflation,741.0,0.6,326.68
2023-04-10,1325,4883.87,3204.05,0.28,3024.87,normal,585.0,0.42,666.53
2023-05-10,1781,4533.63,2861.93,0.11,2737.91,normal,620.0,0.14,743.08
2023-06-09,1186,5002.97,2638.45,0.06,3402.58,normal,689.0,0.39,522.86
2023-07-09,1953,5446.06,1940.35,0.3,3573.82,normal,691.0,0.39,701.93
2023-08-08,1809,1394.59,2700.13,0.11,2217.87,inflation,705.0,0.36,731.79
2023-09-07,1335,3443.21,4512.55,0.06,2155.54,normal,721.0,0.21,426.84
2023-10-07,1260,2971.84,4285.42,0.27,2372.9,inflation,606.0,0.25,624.85
2023-11-06,1955,3076.59,2690.71,0.29,3164.19,recession,764.0,0.43,707.03
2019-01-01,1673,2999.61,4736.83,0.09,3268.06,recession,643.0,0.12,575.37
2019-01-31,1790,1649.12,3616.05,0.34,3228.48,normal,645.0,0.46,856.95
2019-03-02,1346,3264.57,2994.7,0.33,3207.62,inflation,607.0,0.2,1160.63
2019-04-01,1060,3517.89,3736.31,0.17,2623.71,normal,666.0,0.51,266.35
2019-05-01,1633,2256.07,2411.77,0.28,2931.69,normal,646.0,0.21,716.82
2019-05-31,1244,5969.4,2768.71,0.29,2899.07,inflation,631.0,0.34,570.72
2019-06-30,1444,5029.99,3890.02,0.12,2755.79,normal,643.0,0.57,598.04
2019-07-30,1183,2312.95,3945.06,0.14,3176.74,normal,731.0,0.36,349.9
2019-08-29,1606,3482.26,3200.29,0.29,2318.06,inflation,617.0,0.18,181.27
2019-09-28,1773,3354.24,3694.49,0.25,2493.17,normal,644.0,0.57,792.28
2019-10-28,1387,3480.16,3775.44,0.1,2507.33,normal,639.0,0.1,772.91
2019-11-27,1484,3803.28,3323.07,0.15,2688.57,normal,648.0,0.29,44.63
2019-12-27,1614,2521.17,2507.68,0.09,2730.81,inflation,567.0,0.27,631.99
2020-01-26,1945,5866.09,2721.01,0.06,2751.2,inflation,703.0,0.17,712.0
2020-02-25,1055,5258.99,2632.55,0.29,2364.88,normal,640.0,0.41,321.09
2020-03-26,1566,4067.93,3038.68,0.31,2890.52,inflation,636.0,0.14,683.68
2020-04-25,1763,3914.89,3911.52,0.39,2415.9,normal,623.0,0.52,416.89
2020-05-25,1784,4488.85,4399.84,0.39,2360.5,normal,714.0,0.18,809.59
2020-06-24,1502,4617.04,3659.12,0.26,2351.05,normal,761.0,0.44,559.62
2020-07-24,1248,4010.68,2836.56,0.37,2560.79,normal,723.0,0.57,196.92
2020-08-23,1029,6619.89,3812.53,0.05,2364.64,normal,722.0,0.32,514.94
